name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	worldevent
Ber Rune	1	100	63	1	63			27	1	0	1	109760		r30		r30	r30	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrStackDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jah Rune	1	100	65	1	65			28	1	0	1	117740		r31		r31	r31	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrStackDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Cham Rune	1	100	67	1	67			29	1	0	1	126000		r32		r32	r32	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrStackDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Zod Rune	1	100	69	1	69			30	1	0	1	134540		r33		r33	r33	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	rune		item_rune	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrStackDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jewel	0	100	1	1	0			8	1	0	1	1000		jew		gpw	jew	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	jewl		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrJewelDesc				0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Malah's Potion	0	100	0	0	0			999	0	0	1	10000		ice		scr	ice	16	1	1	0	0	0	flpwps	invxyz		0	xxx			0	ques		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0	32	1	0	-1	-1											1	MalahsPotionDescription			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Knowledge	0	100	0	0	0			0	1	0	1	100		0sc		rsc	0sc	16	1	1	0	0	0	flprsc	invrsc		0	xxx			0	scro		item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Scroll of Resistance	1	100	0	0	0			999	0	0	1	0		tr2		scr	tr2	16	2	2	0	0	0	flpscr	invscb		0	xxx			1	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0	32	1	0	-1	12											1	UseScrollOfResistance	UseScrollOfResistanceController		4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Terror	0	100	0	0	0			1	1	0	1	99999		pk1		key	pk1	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Hate	0	100	0	0	0			1	1	0	1	99999		pk2		key	pk2	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Key of Destruction	0	100	0	0	0			1	1	0	1	99999		pk3		key	pk3	16	1	2	0	0	0	flpmph	invmph		0	xxx			0	ques		item_key	12	item_key	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Diablo's Horn	0	100	0	0	0			1	1	0	1	80		dhn		fng	dhn	16	1	1	0	0	0	flpfang	invfang		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Baal's Eye	0	100	0	0	0			1	1	0	1	80		bey		eyz	bey	16	1	1	0	0	0	flpeye	inveye		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Mephisto's Brain	0	100	0	0	0			1	1	0	1	80		mbr		brz	mbr	16	1	1	0	0	0	flpbrnz	invbrnz		0	xxx			0	ques		item_monsterbone	12	item_monsterbone	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Token of Absolution	0	100	0	0	0			1	1	0	1	99999		toa		toa	toa	16	1	1	0	0	0	flprun	invtoa		0	xxx			1	ques		item_amulet	14	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	13											1	UseTokenOfAbsolution	UseTokenOfAbsolutionController		8	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Twisted Essence of Suffering	0	100	0	0	0			1	1	0	1	10000		tes		fng	tes	16	1	1	0	0	0	flpgsb	invtes		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charged Essence of Hatred	0	100	0	0	0			1	1	0	1	10000		ceh		eyz	ceh	16	1	1	0	0	0	flpgsy	invceh		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Burning Essence of Terror	0	100	0	0	0			1	1	0	1	10000		bet		fng	bet	16	1	1	0	0	0	flpgsr	invbet		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Festering Essence of Destruction	0	100	0	0	0			1	1	0	1	10000		fed		brz	fed	16	1	1	0	0	0	flpgsg	invfed		0	xxx			0	ques		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Standard of Heroes	0	100	90	0	90			4	1	0	1	2000		std		flg	std	16	1	1	0	0	0	flpflag	invflag		0	xxx			0	misc		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						1
Normal Compound Essence Cube	0	100	0	0	0			1	1	0	1	80		nce		nce	nce	16	1	1	0	0	0	flpgsr	nce		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrEssDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Exceptional Compound Essence Cube	0	100	0	0	0			1	1	0	1	80		ece		ece	ece	16	1	1	0	0	0	flpgsr	ece		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrEssDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elite Compound Essence Cube	0	100	0	0	0			1	1	0	1	80		lce		lce	lce	16	1	1	0	0	0	flpgsr	lce		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrEssDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Normal Unique Essence Cube	0	100	0	0	0			1	1	0	1	80		nue		nue	nue	16	1	1	0	0	0	flpgsr	nue		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrEssDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Exceptional Unique Essence Cube	0	100	0	0	0			1	1	0	1	80		eue		eue	eue	16	1	1	0	0	0	flpgsr	eue		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrEssDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elite Unique Essence Cube	0	100	0	0	0			1	1	0	1	80		lue		lue	lue	16	1	1	0	0	0	flpgsr	lue		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	1	1	50	1			0	-1												2	StrEssDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Normal Compound Charge	0	100	0	0	0			1	1	0	1	80		ncc		ncc	ncc	16	1	1	0	0	0	flpgsr	ncc		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												2	StrChaNorSetDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Exceptional Compound Charge	0	100	0	0	0			1	1	0	1	80		ecc		ecc	ecc	16	1	1	0	0	0	flpgsr	ecc		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												2	StrChaExcSetDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elite Compound Essence Charge	0	100	0	0	0			1	1	0	1	80		lcc		lcc	lcc	16	1	1	0	0	0	flpgsr	lcc		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												2	StrChaEliSetDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Normal Unique Essence Charge	0	100	0	0	0			1	1	0	1	80		nuc		nuc	nuc	16	1	1	0	0	0	flpgsr	nuc		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												2	StrChaNorUniDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Exceptional Unique Essence Charge	0	100	0	0	0			1	1	0	1	80		euc		euc	euc	16	1	1	0	0	0	flpgsr	euc		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												2	StrChaExcUniDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Elite Unique Essence Charge	0	100	0	0	0			1	1	0	1	80		luc		luc	luc	16	1	1	0	0	0	flpgsr	luc		0	xxx			0	escx		item_rare	12	item_rare	0	0	5	0	0	0	0	0	0	0			0	-1												2	StrChaEliUniDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Orb of Combination	0	100	0	0	0			1	1	0	1	35000		ooc		ooc	ooc	16	1	1	0	0	0	flpgsr	ooc		0	xxx			0	orbx		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrOrbCombDesc				0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1	1		
Orb of Extraction	0	100	0	0	0			1	1	0	1	35000		oex		oex	oex	16	1	1	0	0	0	flpgsr	oex		0	xxx			0	orbx		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrOrbExtDesc				0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1	1		
Orb of Divination	0	100	0	0	0			1	1	0	1	35000		ood		ood	ood	16	1	1	0	0	0	flpgsr	ood		0	xxx			0	orbx		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	StrOrbDivDesc				0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1	1		
Larzuk's Gimlet	0	100	0	0	0			1	1	0	1	80		lzg		lzg	lzg	16	1	1	0	0	0	flpscm	lzg		0	xxx			0	misc		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	StrGimletDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Glyph of Xiansai	0	100	0	0	0			1	1	0	1	80		glx		glx	glx	16	1	1	0	0	0	flprun	glx		0	xxx			0	misc		item_gem	12	item_rune	0	0	5	0	0	0	0	0	0	0			0	-1												1	StrGlyphDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Jewel Fragment	0	100	0	0	0			1	1	0	1	1000		jfg		gpw	jfg	16	1	1	0	0	0	flpgsw	jfg		0	xxx			0	misc		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1												1	StrFragDesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Charm Core	0	100	0	0	0			1	1	0	1	0		cco		cco	cco	16	1	1	0	0	0	flpmss	cco		0	xxx			0	misc		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Valor in the rough	0	100	0	0	0			1	1	0	1	100000		cc0		cco	cc0	16	1	1	0	0	0	flpmss	cc0		0	xxx			0	rval		item_gem	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	StrValorDesc				0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255	0	0	0	xxx	xxx			1			
Amazon's Valor	0	100	0	0	0			999	1	0	1	2000		cc1		cc1	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	zcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Assassin's Valor	0	100	0	0	0			999	1	0	1	2000		cc2		cc2	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	acha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Barbarian"s Valor	0	100	0	0	0			999	1	0	1	2000		cc3		cc3	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	bcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Druids Valor	0	100	0	0	0			999	1	0	1	2000		cc4		cc4	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	dcha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Necromancer's Valor	0	100	0	0	0			999	1	0	1	2000		cc5		cc5	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	ncha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Paladin's Valor	0	100	0	0	0			999	1	0	1	2000		cc6		cc6	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	pach		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sorceress's Valor	0	100	0	0	0			999	1	0	1	2000		cc7		cc7	cm1	16	1	1	0	0	0	flpchm1	invchm		0	xxx			0	ocha		item_charm	12	item_charm	1	0	5	0	0	0	0	0	0	0			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
El Rune Stack	0	100	0	1	0			1	1	0	1	950000		s01		cc7	s01	16	1	1	0	0	0	flprun	invrEl		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eld Rune Stack	0	100	0	1	0			1	1	0	1	950000		s02		cc7	s02	16	1	1	0	0	0	flprun	invrEld		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tir Rune Stack	0	100	0	1	0			2	1	0	1	950000		s03		cc7	s03	16	1	1	0	0	0	flprun	invrTir		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Nef Rune Stack	0	100	0	1	0			2	1	0	1	950000		s04		cc7	s04	16	1	1	0	0	0	flprun	invrNef		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Eth Rune Stack	0	100	0	1	0			3	1	0	1	950000		s05		cc7	s05	16	1	1	0	0	0	flprun	invrEth		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ith Rune Stack	0	100	0	1	0			3	1	0	1	950000		s06		cc7	s06	16	1	1	0	0	0	flprun	invrIth		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Tal Rune Stack	0	100	0	1	0			4	1	0	1	950000		s07		s07	s07	16	1	1	0	0	0	flprun	invrTal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ral Rune Stack	0	100	0	1	0			5	1	0	1	950000		s08		s08	s08	16	1	1	0	0	0	flprun	invrRal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ort Rune Stack	0	100	0	1	0			6	1	0	1	950000		s09		s09	s09	16	1	1	0	0	0	flprun	invrOrt		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Thul Rune Stack	0	100	0	1	0			7	1	0	1	950000		s10		s10	s10	16	1	1	0	0	0	flprun	invrThul		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Amn Rune Stack	0	100	0	1	0			8	1	0	1	950000		s11		s11	s11	16	1	1	0	0	0	flprun	invrAmn		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Sol Rune Stack	0	100	0	1	0			9	1	0	1	950000		s12		s12	s12	16	1	1	0	0	0	flprun	invrSol		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Shael Rune Stack	0	100	0	1	0			10	1	0	1	950000		s13		s13	s13	16	1	1	0	0	0	flprun	invrShae		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Dol Rune Stack	0	100	0	1	0			11	1	0	1	950000		s14		s14	s14	16	1	1	0	0	0	flprun	invrDol		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Hel Rune Stack	0	100	0	1	0			12	1	0	1	950000		s15		s15	s15	16	1	1	0	0	0	flprun	invrHel		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Io Rune Stack	0	100	0	1	0			13	1	0	1	950000		s16		s16	s16	16	1	1	0	0	0	flprun	invrIo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lum Rune Stack	0	100	0	1	0			14	1	0	1	950000		s17		s17	s17	16	1	1	0	0	0	flprun	invrLum		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Ko Rune Stack	0	100	0	1	0			15	1	0	1	950000		s18		s18	s18	16	1	1	0	0	0	flprun	invrKo		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Fal Rune Stack	0	100	0	1	0			16	1	0	1	950000		s19		s19	s19	16	1	1	0	0	0	flprun	invrFal		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Lem Rune Stack	0	100	0	1	0			17	1	0	1	950000		s20		s20	s20	16	1	1	0	0	0	flprun	invrLem		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Pul Rune Stack	0	100	0	1	0			18	1	0	1	950000		s21		s21	s21	16	1	1	0	0	0	flprun	invrPul		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Um Rune Stack	0	100	0	1	0			19	1	0	1	950000		s22		s22	s22	16	1	1	0	0	0	flprun	invrUm		0	xxx			0	runx		item_rune	12	item_rune	0	0	5	0	0	0	1	1	50	1			0	-1	-1											2	StrStackDesc	ItemStats1i			0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
