ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
F696	F696			id184 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F697	F697			id184 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F698	F698			id184 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F699	F699			id184 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F700	F700			id184 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F701	F701			id184 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F702	F702			id184 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F703	F703			id184 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F704	F704			id184 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F705	F705			id184 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F706	F706			id184 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F707	F707			id184 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F708	F708			id184 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F709	F709			id184 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F710	F710			id184 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F711	F711			id184 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F712	F712			id184 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F713	F713			id184 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F714	F714			id184 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F715	F715			id184 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F716	F716			id184 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F717	F717			id184 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F718	F718			id184 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F719	F719			id184 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F720	F720			id184 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F721	F721			id184 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F722	F722			id184 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F723	F723			id184 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F724	F724			id184 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F725	F725			id184 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F726	F726			id184 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F727	F727			id184 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F728	F728			id184 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F729	F729			id184 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F730	F730			id184 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F731	F731			id184 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F732	F732			id184 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F733	F733			id184 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F734	F734			id184 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F735	F735			id185 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F736	F736			id185 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F737	F737			id185 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F738	F738			id185 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F739	F739			id185 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F740	F740			id185 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F741	F741			id185 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F742	F742			id185 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F743	F743			id185 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F744	F744			id185 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F745	F745			id185 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F746	F746			id185 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F747	F747			id185 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F748	F748			id185 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F749	F749			id185 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F750	F750			id185 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F751	F751			id185 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F752	F752			id185 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F753	F753			id185 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F754	F754			id185 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F755	F755			id185 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F756	F756			id185 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F757	F757			id185 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F758	F758			id185 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F759	F759			id185 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F760	F760			id185 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F761	F761			id185 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F762	F762			id185 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F763	F763			id185 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F764	F764			id185 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F765	F765			id185 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F766	F766			id185 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F767	F767			id185 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F768	F768			id185 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F769	F769			id185 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F770	F770			id185 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F771	F771			id185 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F772	F772			id185 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F773	F773			id185 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F774	F774			id185 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F775	F775			id185 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F776	F776			id185 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F777	F777			id185 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F778	F778			id185 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F779	F779			id185 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F780	F780			id185 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F781	F781			id185 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F782	F782			id185 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F783	F783			id185 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F784	F784			id185 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F785	F785			id185 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F786	F786			id185 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F787	F787			id185 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F788	F788			id185 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F789	F789			id185 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F790	F790			id185 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F791	F791			id185 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F792	F792			id185 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F793	F793			id185 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F794	F794			id185 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F795	F795			id185 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F796	F796			id185 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F797	F797			id185 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F798	F798			id185 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F799	F799			id186 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F800	F800			id186 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F801	F801			id186 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F802	F802			id186 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F803	F803			id186 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F804	F804			id186 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F805	F805			id186 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F806	F806			id186 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F807	F807			id186 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F808	F808			id186 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F809	F809			id186 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F810	F810			id186 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F811	F811			id186 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F812	F812			id186 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F813	F813			id186 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F814	F814			id186 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F815	F815			id186 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F816	F816			id186 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F817	F817			id186 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F818	F818			id186 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F819	F819			id186 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F820	F820			id186 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F821	F821			id186 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F822	F822			id186 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F823	F823			id186 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F824	F824			id186 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F825	F825			id186 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F826	F826			id186 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F827	F827			id186 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F828	F828			id186 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F829	F829			id186 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F830	F830			id186 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F831	F831			id186 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F832	F832			id186 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F833	F833			id186 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F834	F834			id186 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F835	F835			id186 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F836	F836			id186 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F837	F837			id186 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F838	F838			id186 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F839	F839			id186 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F840	F840			id186 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F841	F841			id186 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F842	F842			id186 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F843	F843			id186 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F844	F844			id186 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F845	F845			id186 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F846	F846			id186 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F847	F847			id186 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F848	F848			id186 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F849	F849			id186 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F850	F850			id186 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F851	F851			id186 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F852	F852			id186 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F853	F853			id186 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F854	F854			id186 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F855	F855			id186 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F856	F856			id186 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F857	F857			id186 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F858	F858			id186 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F859	F859			id186 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F860	F860			id186 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F861	F861			id186 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F862	F862			id186 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F863	F863			id187 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F864	F864			id187 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F865	F865			id187 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F866	F866			id187 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F867	F867			id187 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F868	F868			id187 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F869	F869			id187 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F870	F870			id187 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F871	F871			id187 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F872	F872			id187 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F873	F873			id187 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F874	F874			id187 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F875	F875			id187 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F876	F876			id187 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F877	F877			id187 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F878	F878			id187 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F879	F879			id187 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F880	F880			id187 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F881	F881			id187 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F882	F882			id187 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F883	F883			id187 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F884	F884			id187 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F885	F885			id187 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F886	F886			id187 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F887	F887			id187 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F888	F888			id187 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F889	F889			id187 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F890	F890			id187 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F891	F891			id187 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F892	F892			id187 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F893	F893			id187 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F894	F894			id187 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F895	F895			id187 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F896	F896			id187 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F897	F897			id187 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F898	F898			id187 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F899	F899			id187 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F900	F900			id187 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F901	F901			id187 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F902	F902			id187 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F903	F903			id187 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F904	F904			id187 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F905	F905			id187 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F906	F906			id187 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F907	F907			id187 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F908	F908			id187 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F909	F909			id187 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F910	F910			id187 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F911	F911			id187 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F912	F912			id187 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F913	F913			id187 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F914	F914			id187 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F915	F915			id187 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F916	F916			id187 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F917	F917			id187 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F918	F918			id187 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F919	F919			id187 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F920	F920			id187 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F921	F921			id187 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F922	F922			id187 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F923	F923			id187 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F924	F924			id187 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F925	F925			id187 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F926	F926			id187 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F927	F927			id188 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F928	F928			id188 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F929	F929			id188 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F930	F930			id188 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F931	F931			id188 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F932	F932			id188 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F933	F933			id188 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F934	F934			id188 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F935	F935			id188 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F936	F936			id188 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F937	F937			id188 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F938	F938			id188 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F939	F939			id188 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F940	F940			id188 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F941	F941			id188 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F942	F942			id188 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F943	F943			id188 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F944	F944			id188 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F945	F945			id188 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F946	F946			id188 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F947	F947			id188 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F948	F948			id188 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F949	F949			id188 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F950	F950			id188 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F951	F951			id188 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F952	F952			id188 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F953	F953			id188 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F954	F954			id188 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F955	F955			id188 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F956	F956			id188 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F957	F957			id188 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F958	F958			id188 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F959	F959			id188 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F960	F960			id188 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F961	F961			id188 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F962	F962			id188 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F963	F963			id188 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F964	F964			id188 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F965	F965			id188 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F966	F966			id188 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F967	F967			id188 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F968	F968			id188 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F969	F969			id188 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F970	F970			id188 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F971	F971			id188 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F972	F972			id188 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F973	F973			id188 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F974	F974			id188 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F975	F975			id188 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F976	F976			id188 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F977	F977			id188 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F978	F978			id188 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F979	F979			id188 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F980	F980			id188 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F981	F981			id188 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F982	F982			id188 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F983	F983			id188 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F984	F984			id188 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F985	F985			id188 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F986	F986			id188 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
F987	F987			id188 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
